airline,airline ID, source airport, source airport id, destination airport, destination airport id, codeshare, stops, equipment
2B,410,AER,2965,KZN,2990,,0,CR2
2B,410,ASF,2966,KZN,2990,,0,CR2
2B,410,ASF,2966,MRV,2962,,0,CR2
2B,410,CEK,2968,KZN,2990,,0,CR2
2B,410,CEK,2968,OVB,4078,,0,CR2
2B,410,DME,4029,KZN,2990,,0,CR2
2B,410,DME,4029,NBC,6969,,0,CR2
2B,410,DME,4029,TGK,\N,,0,CR2
2B,410,DME,4029,UUA,6160,,0,CR2
2B,410,EGO,6156,KGD,2952,,0,CR2
2B,410,EGO,6156,KZN,2990,,0,CR2
2B,410,GYD,2922,NBC,6969,,0,CR2
2B,410,KGD,2952,EGO,6156,,0,CR2
2B,410,KZN,2990,AER,2965,,0,CR2
2B,410,KZN,2990,ASF,2966,,0,CR2
2B,410,KZN,2990,CEK,2968,,0,CR2
2B,410,KZN,2990,DME,4029,,0,CR2
2B,410,KZN,2990,EGO,6156,,0,CR2
2B,410,KZN,2990,LED,2948,,0,CR2
2B,410,KZN,2990,SVX,2975,,0,CR2
2B,410,LED,2948,KZN,2990,,0,CR2
2B,410,LED,2948,NBC,6969,,0,CR2
2B,410,LED,2948,UUA,6160,,0,CR2
2B,410,MRV,2962,ASF,2966,,0,CR2
2B,410,NBC,6969,DME,4029,,0,CR2
2B,410,NBC,6969,GYD,2922,,0,CR2
2B,410,NBC,6969,LED,2948,,0,CR2
2B,410,NBC,6969,SVX,2975,,0,CR2
2B,410,NJC,2972,SVX,2975,,0,CR2
2B,410,NJC,2972,UUA,6160,,0,CR2
2B,410,NUX,4364,SVX,2975,,0,CR2
2B,410,OVB,4078,CEK,2968,,0,CR2
2B,410,OVB,4078,SVX,2975,,0,CR2
2B,410,SVX,2975,KZN,2990,,0,CR2
2B,410,SVX,2975,NBC,6969,,0,CR2
2B,410,SVX,2975,NJC,2972,,0,CR2
2B,410,SVX,2975,NUX,4364,,0,CR2
2B,410,SVX,2975,OVB,4078,,0,CR2
2B,410,TGK,\N,DME,4029,,0,CR2
2B,410,UUA,6160,DME,4029,,0,CR2
2B,410,UUA,6160,LED,2948,,0,CR2
2B,410,UUA,6160,NJC,2972,,0,CR2
2G,1654,BTK,2936,IKT,2937,,0,A81
2G,1654,BTK,2936,OVB,4078,,0,A81
2G,1654,CEK,2968,OVB,4078,,0,A81
2G,1654,HTA,2935,IKT,2937,,0,AN4
2G,1654,IKT,2937,BTK,2936,,0,A81
2G,1654,IKT,2937,HTA,2935,,0,AN4
2G,1654,IKT,2937,KCK,\N,,0,AN4
2G,1654,IKT,2937,ODO,8944,,0,AN4
2G,1654,IKT,2937,OVB,4078,,0,A81
2G,1654,IKT,2937,UKX,6924,,0,AN4
2G,1654,IKT,2937,ULK,9026,,0,AN4
2G,1654,IKT,2937,YKS,2923,,0,A81
2G,1654,KCK,\N,IKT,2937,,0,AN4
2G,1654,MJZ,2925,OVB,4078,,0,A81
2G,1654,ODO,8944,IKT,2937,,0,AN4
2G,1654,OVB,4078,BTK,2936,,0,A81
2G,1654,OVB,4078,CEK,2968,,0,A81
2G,1654,OVB,4078,IKT,2937,,0,A81
2G,1654,UKX,6924,IKT,2937,,0,AN4
2G,1654,ULK,9026,IKT,2937,,0,AN4
2G,1654,YKS,2923,IKT,2937,,0,A81
2I,8359,AYP,2786,LIM,2789,,0,142
2I,8359,CUZ,2812,LIM,2789,,0,142 141
2I,8359,CUZ,2812,PEM,2808,,0,142
2I,8359,HUU,6067,LIM,2789,,0,141
2I,8359,IQT,2801,PCL,2781,,0,143
2I,8359,IQT,2801,TPP,2806,,0,142
2I,8359,LIM,2789,AYP,2786,,0,142
2I,8359,LIM,2789,CUZ,2812,,0,142 141
2I,8359,LIM,2789,HUU,6067,,0,141
2I,8359,LIM,2789,PCL,2781,,0,143 146
2I,8359,LIM,2789,TPP,2806,,0,142 146
2I,8359,PCL,2781,IQT,2801,,0,143
2I,8359,PCL,2781,LIM,2789,,0,143 146
2I,8359,PCL,2781,TPP,2806,,0,146
2I,8359,PEM,2808,CUZ,2812,,0,142
2I,8359,TPP,2806,IQT,2801,,0,142
2I,8359,TPP,2806,LIM,2789,,0,142 146
2I,8359,TPP,2806,PCL,2781,,0,146
2J,470,ABJ,253,BOY,247,,0,CRJ
2J,470,ABJ,253,OUA,246,,0,E70 CRJ M87
2J,470,ACC,248,OUA,246,,0,CRJ
2J,470,BKO,1044,ABJ,253,,0,M87
2J,470,BKO,1044,DKR,1084,,0,M87
2J,470,BKO,1044,OUA,246,,0,CRJ
2J,470,BOY,247,ABJ,253,,0,CRJ
2J,470,BOY,247,OUA,246,,0,CRJ
2J,470,COO,245,LFW,298,,0,M87
2J,470,COO,245,OUA,246,,0,M87
2J,470,DKR,1084,BKO,1044,,0,M87
2J,470,DKR,1084,OUA,246,,0,M87
2J,470,LFW,298,OUA,246,,0,M87 CRJ
2J,470,NIM,280,OUA,246,,0,CRJ
2J,470,OUA,246,ABJ,253,,0,E70 CRJ M87
2J,470,OUA,246,ACC,248,,0,CRJ
2J,470,OUA,246,BKO,1044,,0,M87 CRJ
2J,470,OUA,246,BOY,247,,0,CRJ
2J,470,OUA,246,COO,245,,0,M87
2J,470,OUA,246,DKR,1084,,0,M87
2J,470,OUA,246,LFW,298,,0,CRJ
2J,470,OUA,246,NIM,280,,0,CRJ
2K,1338,BOG,2709,GYE,2673,,0,319
2K,1338,BOG,2709,UIO,2688,,0,319 320
2K,1338,CLO,2715,GYE,2673,,0,319
2K,1338,GYE,2673,BOG,2709,,0,319
2K,1338,GYE,2673,CLO,2715,,0,319
2K,1338,GYE,2673,SCY,6045,,0,319 320
2K,1338,GYE,2673,UIO,2688,,0,320 319
2K,1338,OCC,2670,UIO,2688,,0,319
2K,1338,SCY,6045,GYE,2673,,0,319 320
2K,1338,UIO,2688,BOG,2709,,0,319 320
2K,1338,UIO,2688,GYE,2673,,0,319
2K,1338,UIO,2688,OCC,2670,,0,319
2L,2750,BDS,1506,ZRH,1678,,0,100
2L,2750,BOD,1264,ZRH,1678,,0,100
2L,2750,BRS,490,ZRH,1678,,0,100
2L,2750,GVA,1665,LPA,1054,,0,319
2L,2750,LCA,1197,ZRH,1678,,0,319
2L,2750,LPA,1054,ZRH,1678,,0,319
2L,2750,RMF,4197,ZRH,1678,,0,319
2L,2750,TFS,1056,GVA,1665,,0,319
2L,2750,ZRH,1678,BDS,1506,,0,100
2L,2750,ZRH,1678,BOD,1264,,0,100
2L,2750,ZRH,1678,BRS,490,,0,100
2L,2750,ZRH,1678,LCA,1197,,0,319
2L,2750,ZRH,1678,LPA,1054,,0,319
2L,2750,ZRH,1678,RMF,4197,,0,319
2N,3652,AJR,730,LYC,719,,0,ATP
2N,3652,ARN,737,GEV,715,,0,ATP
2N,3652,ARN,737,HAD,709,,0,SF3
2N,3652,ARN,737,JKG,688,,0,ATP SF3
2N,3652,ARN,737,KRF,718,,0,ATP
2N,3652,ARN,737,KSD,5595,,0,SF3
2N,3652,ARN,737,LYC,719,,0,ATP
2N,3652,ARN,737,MHQ,442,,0,SF3
2N,3652,ARN,737,OER,722,,0,ATR
2N,3652,ARN,737,POR,448,,0,SF3
2N,3652,ARN,737,TRF,664,,0,SF3
2N,3652,ARN,737,VBY,746,,0,SF3 ATP
2N,3652,ARN,737,VHM,729,,0,SF3
2N,3652,ARN,737,VXO,711,,0,SF3
2N,3652,GEV,715,ARN,737,,0,ATP
2N,3652,GEV,715,KRF,718,,0,ATP
2N,3652,HAD,709,ARN,737,,0,SF3 ATP
2N,3652,HAD,709,JKG,688,,0,ATP SF3
2N,3652,HAD,709,VXO,711,,0,SF3
2N,3652,HMV,5599,VHM,729,,0,SF3
2N,3652,JKG,688,ARN,737,,0,ATP SF3
2N,3652,JKG,688,HAD,709,,0,ATP SF3
2N,3652,KOK,435,POR,448,,0,SF3
2N,3652,KRF,718,ARN,737,,0,ATP
2N,3652,KRF,718,GEV,715,,0,ATP
2N,3652,KSD,5595,ARN,737,,0,SF3
2N,3652,LYC,719,AJR,730,,0,ATP
2N,3652,LYC,719,ARN,737,,0,ATP
2N,3652,MHQ,442,ARN,737,,0,SF3
2N,3652,MHQ,442,TKU,460,,0,SF3
2N,3652,OER,722,ARN,737,,0,ATR
2N,3652,OSL,644,VXO,711,,0,SF3
2N,3652,POR,448,ARN,737,,0,SF3
2N,3652,POR,448,KOK,435,,0,SF3
2N,3652,TKU,460,MHQ,442,,0,SF3
2N,3652,TRF,664,ARN,737,,0,SF3
2N,3652,VBY,746,ARN,737,,0,SF3 ATP
2N,3652,VHM,729,ARN,737,,0,SF3
2N,3652,VHM,729,HMV,5599,,0,SF3
2N,3652,VXO,711,ARN,737,,0,SF3
2N,3652,VXO,711,OSL,644,,0,SF3
2O,146,ADQ,3531,AOS,7167,,0,BNI
2O,146,ADQ,3531,KKB,7168,,0,BNI
2O,146,ADQ,3531,KLN,7162,,0,BNI
2O,146,ADQ,3531,KOZ,7164,,0,BNI
2O,146,ADQ,3531,OLH,7163,,0,BNI
2O,146,AOS,7167,KZB,7176,,0,BNI
2O,146,KKB,7168,SYB,7173,,0,BNI
2O,146,KLN,7162,KYK,7161,,0,BNI
2O,146,KOZ,7164,ORI,7165,,0,BNI
2O,146,SYB,7173,KPR,7172,,0,BNI
2P,897,BSO,6019,MNL,2397,,0,DH4
2P,897,BXU,4200,MNL,2397,,0,320
2P,897,CBO,2399,MNL,2397,,0,320
2P,897,CGY,2400,MNL,2397,,0,320
2P,897,CRM,6024,MNL,2397,,0,DH4
2P,897,DGT,2425,MNL,2397,,0,320
2P,897,DWC,8076,MNL,2397,,0,330
2P,897,GES,2402,MNL,2397,Y,0,320
2P,897,KLO,2430,MNL,2397,,0,320
2P,897,LGP,4203,MNL,2397,,0,320
2P,897,MNL,2397,BSO,6019,,0,DH4
2P,897,MNL,2397,BXU,4200,,0,320
2P,897,MNL,2397,CBO,2399,,0,320
2P,897,MNL,2397,CGY,2400,,0,320
2P,897,MNL,2397,CRM,6024,,0,DH4
2P,897,MNL,2397,DGT,2425,,0,320
2P,897,MNL,2397,DWC,8076,,0,330
2P,897,MNL,2397,GES,2402,Y,0,320
2P,897,MNL,2397,KLO,2430,,0,320
2P,897,MNL,2397,LGP,4203,,0,320
2P,897,MNL,2397,MPH,2426,,0,DH3
2P,897,MNL,2397,OZC,4204,,0,320
2P,897,MNL,2397,PPS,2433,,0,320
2P,897,MNL,2397,RXS,6026,,0,320
2P,897,MNL,2397,SUG,6016,,0,DH4
2P,897,MNL,2397,TUG,6021,,0,DH4
2P,897,MNL,2397,ZAM,2404,,0,320
2P,897,MPH,2426,MNL,2397,,0,DH3
2P,897,OZC,4204,MNL,2397,,0,320
2P,897,PPS,2433,MNL,2397,,0,320
2P,897,RXS,6026,MNL,2397,,0,320
2P,897,SUG,6016,MNL,2397,,0,DH4
2P,897,TUG,6021,MNL,2397,,0,DH4
2P,897,ZAM,2404,MNL,2397,,0,320
2Z,1729,AUX,7376,PMW,4214,,0,AT7
2Z,1729,BRA,7373,BSB,2531,,0,AT7
2Z,1729,BRA,7373,SSA,2621,,0,AT7
2Z,1729,BSB,2531,BRA,7373,,0,AT7
2Z,1729,BSB,2531,OPS,7367,,0,AT7
2Z,1729,BSB,2531,RAO,2613,,0,AT7
2Z,1729,CAC,2535,GRU,2564,,0,AT7
2Z,1729,CGB,2548,GYN,2562,,0,AT7
2Z,1729,CGB,2548,OPS,7367,,0,AT7
2Z,1729,CGR,2538,DOU,7380,,0,AT7
2Z,1729,DOU,7380,CGR,2538,,0,AT7
2Z,1729,DOU,7380,GRU,2564,,0,AT7
2Z,1729,GIG,2560,RAO,2613,,0,AT7
2Z,1729,GRU,2564,CAC,2535,,0,AT7
2Z,1729,GRU,2564,DOU,7380,,0,AT7
2Z,1729,GRU,2564,RAO,2613,,0,AT7
2Z,1729,GRU,2564,UBA,2635,,0,AT7
2Z,1729,GRU,2564,UDI,2633,,0,AT7
2Z,1729,GRU,2564,VDC,6039,,0,AT7
2Z,1729,GYN,2562,CGB,2548,,0,AT7
2Z,1729,GYN,2562,PMW,4214,,0,AT7
2Z,1729,GYN,2562,RAO,2613,,0,AT7
2Z,1729,GYN,2562,UDI,2633,,0,AT7
2Z,1729,OPS,7367,BSB,2531,,0,AT7
2Z,1729,OPS,7367,CGB,2548,,0,AT7
2Z,1729,PLU,2528,RAO,2613,,0,AT7
2Z,1729,PMW,4214,AUX,7376,,0,AT7
2Z,1729,PMW,4214,GYN,2562,,0,AT7
2Z,1729,RAO,2613,BSB,2531,,0,AT7
2Z,1729,RAO,2613,GIG,2560,,0,AT7
2Z,1729,RAO,2613,GRU,2564,,0,AT7
2Z,1729,RAO,2613,GYN,2562,,0,AT7
2Z,1729,RAO,2613,PLU,2528,,0,AT7
2Z,1729,RAO,2613,SJP,2619,,0,AT7
2Z,1729,RAO,2613,UDI,2633,,0,AT7
2Z,1729,SJP,2619,RAO,2613,,0,AT7
2Z,1729,SSA,2621,BRA,7373,,0,AT7
2Z,1729,SSA,2621,VDC,6039,,0,AT7
2Z,1729,UBA,2635,GRU,2564,,0,AT7
2Z,1729,UBA,2635,UDI,2633,,0,AT7
2Z,1729,UDI,2633,GRU,2564,,0,AT7
2Z,1729,UDI,2633,GYN,2562,,0,AT7
2Z,1729,UDI,2633,RAO,2613,,0,AT7
2Z,1729,UDI,2633,UBA,2635,,0,AT7
2Z,1729,VDC,6039,GRU,2564,,0,AT7
2Z,1729,VDC,6039,SSA,2621,,0,AT7
3E,10739,BRL,5726,ORD,3830,,0,CNC
3E,10739,BRL,5726,STL,3678,,0,CNC
3E,10739,DEC,4042,ORD,3830,,0,CNC
3E,10739,DEC,4042,STL,3678,,0,CNC
3E,10739,JBR,3591,STL,3678,,0,CNC
3E,10739,ORD,3830,BRL,5726,,0,CNC
3E,10739,ORD,3830,DEC,4042,,0,CNC
3E,10739,STL,3678,BRL,5726,,0,CNC
3E,10739,STL,3678,DEC,4042,,0,CNC
3E,10739,STL,3678,JBR,3591,,0,CNC
3F,16262,CGA,7144,HYL,7145,,0,DHP
3F,16262,CGA,7144,KTN,3808,,0,DHP
3F,16262,HYL,7145,CGA,7144,,0,DHP
3F,16262,HYL,7145,KTB,7147,,0,DHP
3F,16262,HYL,7145,KTN,3808,,0,DHP
3F,16262,KTB,7147,HYL,7145,,0,DHP
3F,16262,KTB,7147,KTN,3808,,0,DHP
3F,16262,KTN,3808,CGA,7144,,0,DHP
3F,16262,KTN,3808,HYL,7145,,0,DHP
3F,16262,KTN,3808,KTB,7147,,0,DHP
3F,16262,KTN,3808,MTM,7146,,0,DHP
3F,16262,MTM,7146,KTN,3808,,0,DHP
3G,595,ACC,248,DKR,1084,,0,319
3G,595,ACC,248,LOS,273,,0,319
3G,595,ACC,248,ROB,1063,,0,319
3G,595,BCN,1218,BJL,1050,,0,319
3G,595,BJL,1050,BCN,1218,,0,319
3G,595,BJL,1050,DKR,1084,,0,319
3G,595,BJL,1050,FNA,1059,,0,319
3G,595,CKY,4162,OXB,5665,,0,319
3G,595,DKR,1084,ACC,248,,0,319
3G,595,DKR,1084,BJL,1050,,0,319
3G,595,DKR,1084,DLA,897,,0,319
3G,595,DKR,1084,FNA,1059,,0,319
3G,595,DKR,1084,LOS,273,,0,319
3G,595,DKR,1084,OXB,5665,,0,319
3G,595,DLA,897,DKR,1084,,0,319
3G,595,DLA,897,LOS,273,,0,319
3G,595,FNA,1059,BJL,1050,,0,319
4N,341,YEG,49,YXY,176,,0,737
4N,341,YLW,87,YVR,156,,0,737
4N,341,YLW,87,YXY,176,,0,737
4N,341,YOW,100,YZF,196,,0,737
4N,341,YVR,156,YLW,87,,0,737
4N,341,YVR,156,YXY,176,,0,737
4N,341,YXY,176,YLW,87,,0,737
4N,341,YXY,176,YVR,156,,0,737
4N,341,YXY,176,YYC,178,,0,737
4N,341,YXY,176,YZF,196,,0,737
4N,341,YYC,178,YEG,49,,0,737
4N,341,YZF,196,YOW,100,,0,737
4N,341,YZF,196,YXY,176,,0,737
9W,3000,BRU,302,YYZ,193,,0,332 333
9W,3000,YYZ,193,BRU,302,,0,332 333
AA,24,CLT,3876,YYZ,193,Y,0,E75 CRJ
AA,24,LHR,507,ABZ,532,Y,0,319 321 320
AA,24,LHR,507,ACC,248,Y,0,744
AA,24,LHR,507,AGP,1230,Y,0,320
AA,24,LHR,507,AMS,580,Y,0,320 319 321
AA,24,LHR,507,ARN,737,Y,0,321 319 767 320
AA,24,LHR,507,ATH,3941,Y,0,767 320
AA,24,LHR,507,ATL,3682,Y,0,777
AA,24,LHR,507,AUH,2179,Y,0,777
AA,24,LHR,507,AUS,3673,,0,787
AA,24,LHR,507,BAH,2057,Y,0,777
AA,24,LHR,507,BCN,1218,Y,0,319 320 321 767
AA,24,LHR,507,BGO,636,Y,0,319
AA,24,LHR,507,BHD,467,Y,0,319
AA,24,LHR,507,BLQ,1538,Y,0,320 319
AA,24,LHR,507,BLR,3131,Y,0,777
AA,24,LHR,507,BOM,2997,Y,0,777
AA,24,LHR,507,BOS,3448,Y,0,744 777
AA,24,LHR,507,BRU,302,Y,0,320 319 321
AA,24,LHR,507,BSL,1423,Y,0,319 321
AA,24,LHR,507,BUD,1489,Y,0,320
AA,24,LHR,507,BWI,3849,Y,0,767
AA,24,LHR,507,CDG,1382,Y,0,320 319 321
AA,24,LHR,507,CLT,3876,,0,333
AA,24,LHR,507,CPH,609,Y,0,321 320 319
AA,24,LHR,507,CPT,797,Y,0,744 777
AA,24,LHR,507,DEL,3093,Y,0,777
AA,24,LHR,507,DEN,3751,Y,0,777
AA,24,LHR,507,DFW,3670,,0,77W 777
AA,24,LHR,507,DUB,599,Y,0,319
AA,24,LHR,507,DUS,345,Y,0,319 320
AA,24,LHR,507,DXB,2188,Y,0,744 777
AA,24,LHR,507,EBB,1187,Y,0,767
AA,24,LHR,507,EDI,535,Y,0,767 321 320 319
AA,24,LHR,507,EWR,3494,Y,0,777 787
AA,24,LHR,507,FCO,1555,Y,0,321 320 319
AA,24,LHR,507,FRA,340,Y,0,319 320
AA,24,LHR,507,GIB,1738,Y,0,320
AA,24,LHR,507,GLA,534,Y,0,319 320 321 767
AA,24,LHR,507,GOT,687,Y,0,320 321 319
AA,24,LHR,507,GVA,1665,Y,0,319 320 321
AA,24,LHR,507,HAJ,352,Y,0,319
AA,24,LHR,507,HAM,342,Y,0,321 319 320
AA,24,LHR,507,HEL,421,Y,0,320
AA,24,LHR,507,HYD,\N,Y,0,767
AA,24,LHR,507,IAD,3714,Y,0,744 777
AA,24,LHR,507,IAH,3550,Y,0,744 777
AA,24,LHR,507,IST,1701,Y,0,767 320
AA,24,LHR,507,JFK,3797,,0,77W 777
AA,24,LHR,507,JNB,813,Y,0,380 744
AA,24,LHR,507,KUL,3304,,0,380
AA,24,LHR,507,KWI,2176,Y,0,744
AA,24,LHR,507,LAS,3877,Y,0,744
AA,24,LHR,507,LAX,3484,,0,77W
AA,24,LHR,507,LBA,517,Y,0,319
AA,24,LHR,507,LCA,1197,Y,0,767
AA,24,LHR,507,LIN,1529,Y,0,319 320 321
AA,24,LHR,507,LIS,1638,Y,0,320
AA,24,LHR,507,LUX,629,Y,0,319
AA,24,LHR,507,LYS,1335,Y,0,319
AA,24,LHR,507,MAA,3144,Y,0,777
AA,24,LHR,507,MAN,478,Y,0,319 320 321
AA,24,LHR,507,MIA,3576,,0,77W 777
AA,24,LHR,507,MRS,1353,Y,0,319 320
AA,24,LHR,507,MUC,346,Y,0,320 321 319
AA,24,LHR,507,MXP,1524,Y,0,319 320 321
AA,24,LHR,507,NBO,4059,Y,0,744
AA,24,LHR,507,NCE,1354,Y,0,320 321 319
AA,24,LHR,507,NCL,521,Y,0,321 320 319
AA,24,LHR,507,ORD,3830,,0,763 777
AA,24,LHR,507,OSL,644,Y,0,319 320 321
AA,24,LHR,507,OTP,1657,Y,0,320
AA,24,LHR,507,PHL,3752,,0,333
AA,24,LHR,507,PHX,3462,Y,0,744
AA,24,LHR,507,PRG,1587,Y,0,320
AA,24,LHR,507,PSA,1562,Y,0,320 321
AA,24,LHR,507,RDU,3626,,0,763
AA,24,LHR,507,RTM,591,Y,0,319
AA,24,LHR,507,SAN,3731,Y,0,777
AA,24,LHR,507,SEA,3577,,0,777
AA,24,LHR,507,SFO,3469,Y,0,744
AA,24,LHR,507,SOF,1194,Y,0,320
AA,24,LHR,507,STR,350,Y,0,319 321 320
AA,24,LHR,507,SVG,666,Y,0,319
AA,24,LHR,507,TLS,1273,Y,0,319 320
AA,24,LHR,507,TXL,351,Y,0,320 321 319
AA,24,LHR,507,VCE,1551,Y,0,320 319
AA,24,LHR,507,VIE,1613,Y,0,320 319
AA,24,LHR,507,WAW,679,Y,0,320
AA,24,LHR,507,YUL,146,Y,0,777
AA,24,LHR,507,YVR,156,Y,0,744
AA,24,LHR,507,YYC,178,Y,0,767
AA,24,LHR,507,YYZ,193,Y,0,787 744
AA,24,LHR,507,ZAG,1208,Y,0,319 320
AA,24,LHR,507,ZRH,1678,Y,0,320 319 321
AA,24,LIH,3602,LAX,3484,,0,757
AA,24,LIH,3602,OAK,3453,Y,0,737
AA,24,LIH,3602,PHX,3462,,0,757
AA,24,LIH,3602,SJC,3748,Y,0,737
AA,24,LIM,2789,DFW,3670,,0,763
AA,24,LIM,2789,JFK,3797,Y,0,763
AA,24,LIM,2789,LAX,3484,Y,0,763
AA,24,LIM,2789,MIA,3576,,0,757 763
AA,24,LIM,2789,SCL,2650,Y,0,763
AA,24,LIN,1529,LHR,507,Y,0,321 319 320
AA,24,LIR,1881,CLT,3876,,0,320
AA,24,LIR,1881,DFW,3670,,0,738
AA,24,LIR,1881,MIA,3576,,0,738
AA,24,LIR,1881,SJO,1885,,0,
AA,24,LIS,1638,LHR,507,Y,0,320
AA,24,LIS,1638,PHL,3752,,0,757
AA,24,LIT,3660,CLT,3876,Y,0,CR9 CRJ
AA,24,LIT,3660,DCA,3520,Y,0,E70
AA,24,LIT,3660,DFW,3670,,0,M80 M83
AA,24,LIT,3660,LGA,3697,Y,0,CR7
AA,24,LIT,3660,ORD,3830,Y,0,CR7 ER4
AA,24,LPA,1054,MAD,1229,Y,0,320
AA,24,LPB,2762,VVI,2771,,0,757
AA,24,LRD,3691,DFW,3670,Y,0,ERD CRJ ER4
AA,24,LRM,1759,MIA,3576,Y,0,ER4
AA,24,LSE,4044,ORD,3830,Y,0,ER4 ERD
AA,24,LUX,629,LHR,507,Y,0,319
AA,24,LYH,5753,CLT,3876,,0,DH8
AA,24,LYS,1335,LHR,507,Y,0,319
AA,24,MAA,3144,LHR,507,Y,0,777
AA,24,MAD,1229,BOS,3448,,0,330
AA,24,MAD,1229,DFW,3670,,0,777
AA,24,MAD,1229,JFK,3797,,0,757 330 340
AA,24,MAD,1229,LAX,3484,Y,0,340
AA,24,MAD,1229,MIA,3576,,0,763 330 340
AA,24,MAD,1229,ORD,3830,,0,330
AA,24,MAD,1229,PHL,3752,,0,333
AA,24,MAF,3652,DFW,3670,Y,0,CRJ ERD ER4
AA,24,MAN,478,HEL,421,Y,0,E70
AA,24,MAN,478,JFK,3797,,0,757
AA,24,MAN,478,LHR,507,Y,0,319 320 321
AA,24,MAN,478,ORD,3830,,0,763
AA,24,MAN,478,PHL,3752,,0,332
AA,24,MAO,2551,MIA,3576,,0,738 763
AA,24,MAR,2848,MIA,3576,,0,757
AA,24,MBJ,1780,CLT,3876,,0,319 321 320
AA,24,MBJ,1780,DFW,3670,,0,738
AA,24,MBJ,1780,MIA,3576,,0,738 757
AA,24,MBJ,1780,ORD,3830,,0,738
AA,24,MBJ,1780,PHL,3752,,0,320 319 321
AA,24,MCI,3458,CLT,3876,,0,319
AA,24,MCI,3458,DCA,3520,Y,0,E75 E70
AA,24,MCI,3458,DFW,3670,,0,M83 M80
AA,24,MCI,3458,ORD,3830,Y,0,E75 ER4 CR7 ERD
AA,24,MCI,3458,PHL,3752,Y,0,E75 E70 CRJ
AA,24,MCI,3458,PHX,3462,,0,319
AA,24,MCI,3458,SEA,3577,Y,0,737
AA,24,MCO,3878,CLT,3876,,0,321 757 767 319
AA,24,MCO,3878,DCA,3520,,0,319 320
AA,24,MCO,3878,DFW,3670,,0,738 M83 M80 757
AA,24,MCO,3878,GRU,2564,,0,320
AA,24,MCO,3878,JFK,3797,,0,763 757
AA,24,MCO,3878,LAX,3484,,0,757 738
AA,24,MCO,3878,LGW,502,Y,0,777
AA,24,MCO,3878,MIA,3576,,0,757 738
AA,24,MCO,3878,ORD,3830,,0,738 M83 M80
AA,24,MCO,3878,PHL,3752,,0,321 767 757 320 332
AA,24,MCO,3878,PHX,3462,,0,321 320
AA,24,MCO,3878,SAN,3731,Y,0,737
AA,24,MCO,3878,SEA,3577,Y,0,737
AA,24,MCO,3878,YYZ,193,,0,737
AA,24,MCT,2194,AUH,2179,Y,0,777
AA,24,MDE,2745,MIA,3576,,0,738
AA,24,MDT,3542,BOS,3448,,0,DH3
AA,24,MDT,3542,CLT,3876,,0,319 CR7 CRJ
AA,24,MDT,3542,ORD,3830,Y,0,CR7 ERD
AA,24,MDT,3542,PHL,3752,,0,DH3
AA,24,MEL,3339,ADL,3341,Y,0,737
AA,24,MEL,3339,BNE,3320,Y,0,737
AA,24,MEL,3339,CBR,3355,Y,0,737
AA,24,MEL,3339,LAX,3484,Y,0,380
AA,24,MEL,3339,PER,3351,Y,0,330 737
AA,24,MEL,3339,SYD,3361,Y,0,737 763
AA,24,MEM,3473,CLT,3876,,0,319 CR7
AA,24,MEM,3473,DCA,3520,Y,0,CRJ
AA,24,MEM,3473,DFW,3670,,0,319
AA,24,MEM,3473,MIA,3576,Y,0,ER4
AA,24,MEM,3473,ORD,3830,Y,0,CR7 ER4 ERD
AA,24,MEX,1824,CLT,3876,,0,319
AA,24,MEX,1824,DFW,3670,,0,M80 M83
AA,24,MEX,1824,LAX,3484,Y,0,737
AA,24,MEX,1824,MIA,3576,,0,738
AA,24,MEX,1824,ORD,3830,,0,738
AA,24,MEX,1824,PHX,3462,,0,319
AA,24,MFE,3826,DFW,3670,,0,M83 M80 319
AA,24,MFR,4101,LAX,3484,Y,0,DH4
AA,24,MGA,1863,MIA,3576,,0,738
AA,24,MGM,4115,CLT,3876,Y,0,CRJ
AA,24,MGM,4115,DFW,3670,Y,0,ERD ER4
AA,24,MHH,1930,MIA,3576,Y,0,ERD
AA,24,MHK,4050,DFW,3670,Y,0,ERD ER4
AA,24,MHK,4050,ORD,3830,Y,0,ERD ER4
AA,24,MHT,4011,CLT,3876,Y,0,CR9
AA,24,MHT,4011,DCA,3520,,0,CRJ
AA,24,MHT,4011,PHL,3752,Y,0,E70 E75 CRJ
AA,24,MIA,3576,ANU,2874,,0,738
AA,24,MIA,3576,ASU,2699,,0,757
AA,24,MIA,3576,ATL,3682,,0,738
AA,24,MIA,3576,AUA,2895,,0,738
AA,24,MIA,3576,BCN,1218,,0,763
AA,24,MIA,3576,BDA,4069,,0,738
AA,24,MIA,3576,BDL,3825,,0,738
AA,24,MIA,3576,BGI,2875,,0,757
AA,24,MIA,3576,BHM,3811,Y,0,ER4
AA,24,MIA,3576,BNA,3690,,0,738
AA,24,MIA,3576,BOG,2709,,0,763 757
AA,24,MIA,3576,BOS,3448,,0,757 738
AA,24,MIA,3576,BSB,2531,,0,763 757
AA,24,MIA,3576,BWI,3849,,0,738
AA,24,MIA,3576,BZE,1957,,0,738
AA,24,MIA,3576,CCS,2851,,0,757 763 738
AA,24,MIA,3576,CDG,1382,,0,763
AA,24,MIA,3576,CHS,3806,Y,0,ER4
AA,24,MIA,3576,CLE,3486,Y,0,ER4
AA,24,MIA,3576,CLO,2715,,0,738
AA,24,MIA,3576,CLT,3876,,0,319 321 320 737
